# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-a" "/home/mimansa/RNA_PROJECT/whole_genome/Saccharomyces_cerevisiae.R64-1-1.115.gtf" "-o" "/home/mimansa/RNA_PROJECT/results/counts_pPB.txt" "/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam
YLR409C	XII	934414	937233	-	2820	4513	5290	4926	4230
YLR099C	XII	339744	340928	-	1185	792	535	657	637
YLR131C	XII	404510	406822	-	2313	846	895	850	872
YLR362W	XII	849866	852019	+	2154	579	813	733	695
YLR256W	XII	646415	650923	+	4509	8807	7877	7900	8584
YLR068W	XII	271008	271463	+	456	111	167	85	72
YLR101C	XII	342566	342961	-	396	0	2	0	0
YLR341W	XII	807385	808818	+	1434	126	84	116	119
YLL054C	XII	32673	35204	-	2532	505	721	428	607
YLR186W	XII	523632	524390	+	759	2057	1864	1710	1497
YLR143W	XII	427329	429386	+	2058	713	1013	757	778
YLR368W	XII	857540	859336	+	1797	880	843	835	954
YLR393W	XII	907079	907918	+	840	689	474	533	601
YLR176C	XII	507797	510232	-	2436	294	273	263	264
YLR126C	XII	394765	395520	-	756	215	354	234	286
YLR099W-A	XII	341325	341588	+	264	481	323	253	217
YLR423C	XII	971917	973170	-	1254	140	275	107	167
YLR357W	XII	841331	844000	+	2670	1815	2016	1660	1835
YLR197W	XII	546097	547611	+	1515	6015	6836	6797	6798
ETS1-1	XII	457733	458432	-	700	1957	1124	782	1051
YLR187W	XII	524865	527945	+	3081	1851	1403	1332	1648
RDN5-2	XII	468813	468931	+	119	0	0	0	0
YLL034C	XII	70633	73146	-	2514	1242	2564	1623	1715
YLL023C	XII	97997	98836	-	840	1540	856	938	1020
YLR065C	XII	266373	266918	-	546	408	663	283	373
YLL031C	XII	77152	80205	-	3054	3045	2891	2619	2716
YLR419W	XII	958428	962735	+	4308	1406	2877	1450	1815
YLR149C-A	XII	440370	440456	-	87	7	7	4	9
YLR294C	XII	721701	722030	-	330	1861	1235	1207	1118
YLR405W	XII	929789	930892	+	1104	1233	1071	1141	1021
YLR157C-C	XII	482059	482190	-	132	0	0	0	0
YLR463C	XII	1066265	1066816	-	552	0	0	0	0
YLR026C	XII	195450	196472	-	1023	869	899	584	842
YLR267W	XII	678212	679924	+	1713	280	295	222	313
YLR093C	XII;XII	326513;327400	327258;327415	-;-	762	2233	1887	1837	2005
YLR085C	XII	300673	301989	-	1317	936	729	748	773
YLR246W	XII	627118	628197	+	1080	668	553	455	355
YLR433C	XII	1004347	1006008	-	1662	1223	1205	1086	1163
YLR227C	XII	590562	592043	-	1482	417	535	412	458
YLR012C	XII	169982	170281	-	300	0	4	3	1
YLR111W	XII	370391	370723	+	333	10	22	7	16
YLR152C	XII	442958	444688	-	1731	1250	793	925	982
YLR370C	XII	861718	862254	-	537	1393	1150	781	881
YLL026W	XII	88623	91349	+	2727	16723	9685	10503	15722
YLR289W	XII	715089	717026	+	1938	526	596	522	537
YLL066W-B	XII	5605	5775	+	171	1	0	0	0
YLR114C	XII	374944	377238	-	2295	1233	1911	1276	1426
YLR213C	XII	566654	567922	-	1269	103	93	80	72
YLR146C	XII	432823	433725	-	903	1047	753	978	861
YLR445W	XII;XII	1024189;1024655	1024572;1024837	+;+	567	6	28	10	20
RDN18-2	XII	465070	466869	-	1800	0	0	0	0
YLR169W	XII	500335	500688	+	354	95	110	69	75
YLR202C	XII;XII	550194;550575	550458;550636	-;-	327	27	19	21	34
YLL053C	XII	35503	35961	-	459	85	50	65	92
YLR333C	XII	795573	795899	-	327	11148	8008	8099	7478
YLR082C	XII	292394	293572	-	1179	398	503	336	475
YLR193C	XII	540009	540536	-	528	1255	921	899	826
YLL043W	XII	49938	51947	+	2010	2266	2388	2106	2196
YLR337C	XII	802653	805106	-	2454	264	238	224	270
YLL066W-A	XII	6486	6968	+	483	0	0	0	0
YLR039C	XII	225426	228596	-	3171	806	1476	606	869
YLR457C	XII	1055812	1056771	-	960	47	60	53	75
YLR377C	XII	873746	874792	-	1047	690	506	383	334
YLR104W	XII	346585	346980	+	396	529	459	311	424
YLR319C	XII	769318	771684	-	2367	1035	1158	949	1045
YLR184W	XII	522106	522453	+	348	4	0	0	0
YLR317W	XII	765655	766089	+	435	0	0	0	0
YLL003W	XII	143201	146041	+	2841	579	1084	567	684
YLR004C	XII	157934	159505	-	1572	215	188	175	233
YLR407W	XII	932967	933653	+	687	714	842	694	741
YLR336C	XII	799697	802396	-	2700	1076	1896	1065	1185
YLR430W	XII	993434	1000129	+	6696	3579	5161	3976	4650
YLR436C	XII	1007421	1011245	-	3825	1707	1991	1501	1795
YLR347C	XII	823828	826413	-	2586	6262	5433	6083	5484
YLR324W	XII	779215	780786	+	1572	1221	954	911	1128
tV(AAC)L	XII	687859	687932	-	74	0	3	5	4
YLR460C	XII	1059757	1060887	-	1131	156	96	113	125
YLR113W	XII	371620	372927	+	1308	3830	3254	3237	3453
YLR046C	XII	238001	238813	-	813	293	254	225	278
YLR125W	XII	393484	393894	+	411	135	115	92	149
YLR196W	XII	543968	545698	+	1731	2969	3171	3349	2560
YLR363W-A	XII	853461	853718	+	258	549	493	464	373
YLL061W	XII	17956	19707	+	1752	4553	4202	3805	3584
YLR119W	XII	385534	386175	+	642	209	194	130	219
snR57	XII	794937	795024	-	88	271	307	296	213
YLL020C	XII	105556	105861	-	306	50	44	23	50
YLR163C	XII	491866	493254	-	1389	1710	1538	1784	1742
YLL014W	XII	121322	121648	+	327	1610	1265	825	920
YLR129W	XII	399657	402488	+	2832	2954	5143	3198	3282
tD(GUC)L2	XII	793918	793989	+	72	0	0	0	0
YLR173W	XII	502421	504247	+	1827	1026	1065	977	1037
YLR090W	XII	320701	322080	+	1380	1001	920	986	966
YLR286W-A	XII	708562	708696	+	135	0	0	0	0
snR55	XII	794697	794794	-	98	94	105	53	56
YLR259C	XII	663284	665002	-	1719	16839	18030	16754	15970
YLR219W	XII	574151	576337	+	2187	1713	1282	1208	1459
YLR401C	XII	922442	924448	-	2007	2035	2211	2117	1918
YLL058W	XII	23569	25296	+	1728	837	685	516	604
YLR177W	XII	511054	512940	+	1887	1341	599	974	1024
YLR415C	XII	954259	954597	-	339	21	6	3	4
YLR467W	XII	1072508	1077898	+	5391	392	201	194	357
YLR302C	XII	732191	732553	-	363	0	0	0	0
YLR185W	XII;XII	522663;523029	522669;523288	+;+	267	21190	13807	10302	10188
YLR060W	XII	260979	262766	+	1788	7696	6463	7711	7164
YLR313C	XII	760750	762342	-	1593	474	495	391	487
YLR303W	XII	732542	733876	+	1335	0	0	0	0
YLR154W-B	XII	454392	454556	+	165	0	0	0	0
YLL029W	XII	81461	83710	+	2250	4555	3720	3971	3859
YLL047W	XII	46672	47055	+	384	1	0	0	0
YLR285C-A	XII	708168	708338	-	171	264	147	227	244
YLR001C	XII	151389	153977	-	2589	1206	1426	951	1349
snR79	XII	348427	348510	-	84	40	43	24	14
YLR465C	XII	1067045	1067353	-	309	0	0	0	0
YLR015W	XII	175227	176744	+	1518	389	601	523	506
YLR432W	XII	1002557	1004128	+	1572	20857	17582	22150	21307
YLR081W	XII	290212	291936	+	1725	224	136	103	165
YLR166C	XII	495429	498044	-	2616	1023	1648	866	1096
YLR383W	XII	885288	888632	+	3345	695	1356	643	846
YLR035C	XII	212369	214456	-	2088	507	464	472	441
YLR044C	XII	232390	234081	-	1692	193105	133541	191061	172207
YLR293C	XII	720771	721430	-	660	16629	11401	14645	12352
YLR399W-A	XII	920869	920973	+	105	0	0	0	0
YLR192C	XII	538792	539589	-	798	4012	3170	3342	3056
YLR300W	XII	728955	730301	+	1347	12418	14342	12208	11606
YLR098C	XII	337527	339473	-	1947	854	490	664	782
YLR448W	XII;XII	1028854;1029253	1028868;1029768	+;+	531	19712	13306	18613	16163
YLR381W	XII	879723	881924	+	2202	613	595	556	559
YLR280C	XII	704483	704833	-	351	0	0	0	0
snR44	XII	856710	856920	+	211	734	570	410	440
YLR367W	XII;XII	856442;857058	856574;857317	+;+	393	5647	5289	4671	4020
YLR309C	XII	749034	751769	-	2736	946	1374	783	911
YLR299W	XII	726069	728051	+	1983	775	773	643	716
YLR224W	XII	586464	587573	+	1110	1384	1419	1216	1331
YLR029C	XII	201976	202590	-	615	57214	35679	51352	44618
YLR373C	XII	868662	871367	-	2706	1085	1034	1021	1085
YLR092W	XII	323544	326225	+	2682	830	928	699	682
YLL018C-A	XII	108676	108972	-	297	804	467	661	503
RDN25-2	XII	460923	464318	-	3396	0	0	0	0
YLR066W	XII	267169	267723	+	555	1491	1182	1315	1159
RDN58-1	XII	455414	455571	-	158	0	0	0	0
YLR146W-A	XII	433870	434058	+	189	237	168	127	114
YLR175W	XII	506134	507585	+	1452	7890	8882	8356	8354
YLR402W	XII	924889	925080	+	192	118	144	77	87
YLR158C	XII	482549	483637	-	1089	0	0	0	3
YLL051C	XII	37333	39471	-	2139	1830	1316	1616	1385
YLR314C	XII	762575	764137	-	1563	3451	4671	2786	3865
YLR438C-A	XII	1013909	1014178	-	270	573	625	321	420
YLR209C	XII	560797	561732	-	936	1194	940	1087	1108
YLR019W	XII	180288	181481	+	1194	1323	1000	1055	1152
YLR123C	XII	391078	391407	-	330	14	9	8	18
YLR353W	XII	834352	836163	+	1812	908	1102	831	1092
YLR361C	XII	847388	849124	-	1737	941	941	854	866
YLL033W	XII	73409	74101	+	693	270	255	214	181
YLR389C	XII	899577	902660	-	3084	3846	3594	3510	4199
YLR438W	XII	1012501	1013775	+	1275	2077	2270	1632	1490
YLR290C	XII	717145	717978	-	834	575	588	399	554
YLR270W	XII	681186	682238	+	1053	1648	1238	1104	1704
YLR194C	XII	540809	541573	-	765	1494	1293	990	767
YLR006C	XII	161755	163893	-	2139	1189	876	945	1038
YLR223C	XII	582233	585490	-	3258	924	2418	760	1014
YLR195C	XII	541937	543304	-	1368	2001	1851	1792	1875
YLL016W	XII	112847	115993	+	3147	1916	1431	1394	1381
YLL067W-A	XII	843	1325	+	483	0	0	0	0
YLR398C	XII	915156	919019	-	3864	2133	2918	1890	2626
YLR418C	XII	956914	958095	-	1182	1397	1370	1163	1196
YLR010C	XII	167320	167802	-	483	194	187	142	184
YLR307W	XII	745620	746525	+	906	88	68	42	76
YLR356W	XII	840321	840914	+	594	805	540	436	533
YLR431C	XII	1000342	1001703	-	1362	130	240	107	153
YLR109W	XII	368781	369311	+	531	17257	9041	13937	13975
tI(UAU)L	XII;XII	605300;605396	605335;605432	-;-	73	1	1	1	0
YLR364W	XII	854062	854391	+	330	400	356	219	266
YLR106C	XII	349006	363738	-	14733	18390	25326	19313	21742
YLR083C	XII	294091	296094	-	2004	6874	5776	7418	6096
YLR274W	XII	691555	693882	+	2328	1384	1854	1230	1621
YLR413W	XII	951156	953183	+	2028	5200	4269	5277	3591
YLR412C-A	XII	950267	950473	-	207	3	11	20	7
YLR340W	XII	805887	806825	+	939	29665	17895	27084	24500
YLR055C	XII	251272	253080	-	1809	930	836	803	746
YLR254C	XII	644404	644973	-	570	309	320	199	257
YLL017W	XII	112234	112545	+	312	149	98	94	128
YLR121C	XII	388744	390270	-	1527	657	657	713	637
tA(AGC)L	XII	656934	657006	-	73	2	0	0	0
YLL042C	XII	52087	52590	-	504	172	112	79	106
YLR157W-D	XII	475764	475976	+	213	0	0	13	3
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	129	201	86	179
YLR400W	XII	922063	922536	+	474	64	86	83	76
YLR105C	XII	347047	348180	-	1134	487	480	440	438
YLR142W	XII	425186	426616	+	1431	293	268	168	144
YLR376C	XII	872826	873554	-	729	132	193	140	127
YLR318W	XII	766542	769196	+	2655	290	356	195	192
YLR239C	XII	616332	617318	-	987	803	635	491	615
YLR262C-A	XII	669468	669662	-	195	1216	1283	904	1025
tE(UUC)L	XII	797178	797249	+	72	1	2	1	4
YLL037W	XII	66562	66942	+	381	0	0	1	2
YLR452C	XII	1039270	1041366	-	2097	2371	2567	1870	2457
YLR372W	XII	867354	868391	+	1038	6164	5384	6725	6126
YLR154W-C	XII	454696	455070	+	375	0	0	0	0
ETS2-1	XII	451575	451785	-	211	7	16	7	0
YLR363C	XII	852495	853151	-	657	361	299	274	402
YLR207W	XII	556788	559289	+	2502	1723	1473	1598	1596
YLR312W-A	XII	759480	760241	+	762	1568	1288	1264	1167
YLR188W	XII	528300	530387	+	2088	2533	2241	2338	2189
YLR011W	XII	169103	169678	+	576	248	211	212	230
YLR159W	XII	485345	485689	+	345	0	0	0	0
YLR328W	XII	784913	786118	+	1206	1397	1199	1331	1253
YLR171W	XII	500733	501122	+	390	4	2	1	2
YLR241W	XII	620473	622821	+	2349	2883	2264	2456	2683
YLR245C	XII	626502	626930	-	429	379	311	311	259
YLR360W	XII	846103	847422	+	1320	694	792	635	769
snR30	XII	198784	199389	+	606	119249	57340	135992	98398
YLR205C	XII	552724	553677	-	954	331	240	210	294
RDN25-1	XII	451786	455181	-	3396	0	0	0	0
YLR161W	XII	488997	489341	+	345	22	16	20	33
YLR287C	XII	710991	712058	-	1068	663	1058	693	790
YLR366W	XII	855538	855843	+	306	8	9	4	9
YLR410W	XII	937541	940981	+	3441	3965	4241	3435	4097
YLR230W	XII	604574	604879	+	306	381	288	201	248
YLR097C	XII	336231	337265	-	1035	610	678	627	778
YLR397C	XII	912550	914892	-	2343	2331	2063	2161	1728
YLR120C	XII	386511	388220	-	1710	3002	1958	2573	2258
YLR335W	XII	797430	799592	+	2163	3213	3286	2576	3011
YLR399C	XII	919536	921596	-	2061	3217	3907	3083	3493
YLL044W	XII	48216	48662	+	447	0	2	2	0
YLR453C	XII	1041799	1042986	-	1188	299	350	191	294
YLL057C	XII	25756	26994	-	1239	215	209	167	159
YLR388W	XII	898651	898821	+	171	4087	3511	2942	2696
YLR249W	XII	636780	639914	+	3135	227763	159780	244717	210621
YLR151C	XII	441715	442737	-	1023	198	211	160	248
YLR260W	XII	665844	667907	+	2064	1262	1043	1055	1145
YLL010C	XII	129330	130613	-	1284	1288	1030	1062	1175
YLR133W	XII	408445	410193	+	1749	1847	1447	1768	1806
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	83	65	82	70
snR6	XII	366235	366346	+	112	1	0	1	1
YLL011W	XII	127523	128992	+	1470	1474	2632	1557	1702
YLR384C	XII	888851	892900	-	4050	7697	8238	8593	9294
YLR203C	XII	550650	551960	-	1311	2051	1359	1660	1675
YLR156C-A	XII	472479	472610	-	132	0	0	0	0
YLR394W	XII	907950	909398	+	1449	530	481	472	576
YLR021W	XII	183623	184162	+	540	440	452	318	374
YLR331C	XII	790669	791046	-	378	8	8	21	11
YLR450W	XII	1032627	1035764	+	3138	3223	2264	2844	2944
YLR140W	XII	423474	423800	+	327	32	17	13	23
YLR157W-E	XII	481873	482037	+	165	0	1	0	1
YLR390W	XII	903066	903404	+	339	619	370	294	317
YLR291C	XII	718317	719462	-	1146	2916	2617	2748	2564
RDN5-4	XII	482045	482163	+	119	0	0	0	0
YLR408C	XII	933885	934253	-	369	209	166	106	157
YLR240W	XII	617533	620160	+	2628	1519	1221	1192	1357
YLR018C	XII	178707	179606	-	900	999	975	728	905
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	10391	6987	7187	6644
YLR412W	XII	948368	949192	+	825	1264	953	1028	887
YLR447C	XII	1026856	1027893	-	1038	4487	5098	4909	5321
YLR361C-A	XII	849383	849679	-	297	240	238	149	172
YLR112W	XII	370791	371210	+	420	136	156	94	126
YLR435W	XII	1006378	1006995	+	618	431	567	353	495
YLR084C	XII	296589	300251	-	3663	4577	5567	4045	4561
snR34	XII	899180	899382	+	203	599	325	436	499
YLR091W	XII	322297	323178	+	882	456	281	364	370
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	321	320	224	251
YLR102C	XII	342970	343767	-	798	269	298	254	198
YLR263W	XII	670340	672823	+	2484	204	389	186	272
YLR379W	XII	876922	877296	+	375	218	146	93	95
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	38	51	41	48
YLR459W	XII	1057334	1058518	+	1185	1094	940	915	883
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	159	150	150	161
YLR277C	XII	697156	699495	-	2340	1414	1631	1461	1600
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0	0	0	0
YLR229C	XII	604212	604787	-	576	1578	1232	1258	1271
YLR120W-A	XII	388672	388773	+	102	14	5	11	6
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	35747	23292	32113	27422
YLL059C	XII	22474	22980	-	507	71	59	48	44
YLR238W	XII	614755	616191	+	1437	397	476	296	396
YLR283W	XII	705186	706130	+	945	490	491	325	448
YLR298C	XII	724721	725416	-	696	467	376	251	284
YLR232W	XII	606830	607177	+	348	16	27	3	9
YLR086W	XII	302243	306499	+	4257	1098	2208	996	1402
YLR053C	XII	248100	248426	-	327	129	97	49	101
YLL041C	XII	53131	53931	-	801	12698	8784	9858	9961
YLR330W	XII	787664	789679	+	2016	3064	3390	2563	3366
YLR244C	XII	625168	626331	-	1164	4972	3842	4470	3675
YLR299C-A	XII	727911	728003	-	93	0	0	0	0
YLL019W-A	XII	106908	107000	+	93	0	0	0	0
YLR258W	XII	660716	662833	+	2118	7236	4166	4949	6622
YLR174W	XII	504591	505829	+	1239	1582	1317	1223	1073
YLR444C	XII	1023686	1023988	-	303	0	0	1	0
YLR315W	XII	764808	765269	+	462	162	59	136	96
YLR374C	XII	871453	871842	-	390	10	5	6	7
YLR154W-F	XII	455883	456023	+	141	0	0	0	0
tR(ACG)L	XII	374355	374427	+	73	0	0	0	6
YLR172C	XII	501260	502162	-	903	4980	3675	4374	3868
YLR273C	XII	689083	691029	-	1947	328	618	328	573
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	3	0	0	7
YLL012W	XII	125534	127255	+	1722	1243	1164	1101	828
YLR022C	XII	184174	184926	-	753	463	676	425	455
YLR382C	XII	882067	884751	-	2685	1740	1769	1425	1844
YLR041W	XII	229377	229697	+	321	9	4	7	6
YLR466C-A	XII	1070387	1070869	-	483	0	0	0	0
YLR268W	XII	680200	680844	+	645	1002	729	783	747
YLR420W	XII	963785	964879	+	1095	3116	2537	2540	2437
ITS1-1	XII	455572	455932	-	361	21	15	15	25
YLR137W	XII	417006	418109	+	1104	361	234	245	259
YLR087C	XII	306855	315731	-	8877	3265	4712	3376	4317
YLL049W	XII	40666	41205	+	540	473	301	339	354
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	2	4	4	14
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	0	0	0	0
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	617	380	379	440
YLL035W	XII	68580	70478	+	1899	887	1088	821	821
YLL009C	XII	131205	131414	-	210	1258	1571	582	673
YLR036C	XII	221521	222132	-	612	404	428	254	315
YLR118C	XII	384725	385408	-	684	690	566	585	561
ETS1-2	XII	466870	467569	-	700	614	638	519	564
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	8036	6161	6190	5908
ITS1-2	XII	464709	465069	-	361	23	15	11	22
YLR136C	XII	415801	416658	-	858	255	150	170	196
YLR385C	XII	892992	893390	-	399	194	175	130	143
YLR281C	XII	704493	704960	-	468	7	6	7	9
YLR138W	XII	418437	421394	+	2958	1957	2400	1677	2105
YLL019C	XII	105686	107899	-	2214	2042	1647	1693	1739
YLR284C	XII	706198	707040	-	843	352	379	373	350
YLR295C	XII	721999	722373	-	375	4363	3574	2830	3185
YLR307C-A	XII	746848	747111	-	264	25	37	20	19
YLR349W	XII	827521	828027	+	507	9	4	0	2
YLR248W	XII	634252	636084	+	1833	3274	3806	3120	3829
YLL006W-A	XII	136345	136521	+	177	0	0	0	0
YLR127C	XII	395758	398319	-	2562	652	907	496	728
YLR002C	XII	154343	156334	-	1992	2142	2746	2114	2111
YLR168C	XII	499578	500270	-	693	3971	3128	2831	3396
YLR342W-A	XII	815810	815983	+	174	1376	1048	1013	1013
YLR031W	XII	204225	204785	+	561	158	91	117	93
RDN5-3	XII	472465	472583	+	119	0	0	0	0
YLR189C	XII	530797	534393	-	3597	1860	2051	1612	2044
YLR358C	XII	843487	844050	-	564	75	57	34	41
YLR134W	XII	410723	412414	+	1692	537	603	631	682
YLR051C	XII	246324	246977	-	654	438	932	488	566
YLR466C-B	XII	1071594	1071710	-	117	5	2	4	0
YLR215C	XII	570776	571858	-	1083	749	744	608	637
YLR206W	XII	554578	556419	+	1842	1954	1317	1223	1438
tI(AAU)L2	XII	1052071	1052144	-	74	0	1	0	0
YLR201C	XII	549511	550293	-	783	1055	882	715	846
YLL018C	XII	109902	111575	-	1674	14351	7369	12806	11859
YLL025W	XII	94747	95121	+	375	71	51	38	76
YLR392C	XII	904749	906305	-	1557	616	690	505	691
YLR063W	XII	264157	265254	+	1098	474	605	421	383
tA(UGC)L	XII	214883	214955	-	73	2	0	3	0
YLR124W	XII	391600	391944	+	345	59	45	41	55
YLR350W	XII	828730	829380	+	651	1728	1077	1028	940
YLR312C	XII	757637	758833	-	1197	819	482	618	690
YLR204W	XII	552270	552605	+	336	779	723	598	626
YLL007C	XII	134302	136299	-	1998	857	706	620	813
YLR141W	XII	423683	424774	+	1092	305	226	276	238
tD(GUC)L1	XII	427132	427203	+	72	0	0	6	0
YLL038C	XII	65775	66518	-	744	724	611	724	583
YLR257W	XII	658826	659791	+	966	5955	4439	4682	5278
YLR108C	XII	366667	368124	-	1458	387	300	366	338
YLR163W-A	XII	492812	492925	+	114	0	0	0	0
YLR416C	XII	954491	954889	-	399	5	1	2	2
YLR375W	XII	871697	872728	+	1032	1550	1027	1217	1104
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	11634	9374	8837	8840
YLR154W-E	XII	455433	455636	+	204	0	0	0	0
YLR155C	XII	469317	470405	-	1089	16	7	4	6
tS(AGA)L	XII	167944	168025	-	82	0	0	0	0
YLR003C	XII	156855	157730	-	876	753	1098	816	892
YLR221C	XII	578362	579024	-	663	632	1256	692	851
YLR355C	XII	838066	839253	-	1188	39384	29221	40127	33574
YLR464W	XII;XII	1066572;1067364	1067084;1067501	+;+	651	7	2	2	2
YLR446W	XII	1025214	1026515	+	1302	466	337	298	304
YLR237W	XII	612367	614163	+	1797	1325	1410	1228	1045
YLR441C	XII	1018141	1018908	-	768	39834	31163	40236	39834
YLR178C	XII	513162	513821	-	660	868	561	474	500
YLR028C	XII	199540	201315	-	1776	3224	3290	2926	3126
YLR043C	XII	231702	232013	-	312	9428	7187	5435	5366
YLR218C	XII	573466	573918	-	453	296	243	218	203
YLR243W	XII	624203	625021	+	819	778	870	732	583
YLR148W	XII	434641	437397	+	2757	922	1385	967	1216
YLR162W-A	XII	490406	490594	+	189	14	1	0	0
YLR462W	XII	1065956	1066564	+	609	70	23	40	32
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	0	0	0	0
YLR095C	XII	329677	332115	-	2439	1156	1092	992	1115
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	487	418	329	324
YLR154W-A	XII	452438	452623	+	186	0	0	0	0
YLR154C	XII	447982	448314	-	333	589	527	416	408
YLL064C	XII	13083	13445	-	363	0	0	0	0
YLR461W	XII	1062919	1063281	+	363	15	4	4	0
tL(UAA)L	XII	962972	963055	-	84	3	3	12	1
YLR265C	XII	674427	675455	-	1029	432	693	357	564
YLR428C	XII	990617	990961	-	345	1	0	4	0
YLR242C	XII	622918	623883	-	966	226	263	249	260
YLR351C	XII	829489	830364	-	876	1804	1461	1482	1473
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	363	318	354	346
YLR130C	XII	402794	404062	-	1269	1999	3842	1581	1491
YLL028W	XII	84804	86564	+	1761	1041	792	1052	1030
YLR183C	XII	520543	522012	-	1470	986	1330	996	1057
tR(CCG)L	XII	818609	818680	+	72	8	2	2	2
YLR042C	XII	229966	230451	-	486	675	692	419	290
YLR396C	XII	910235	912310	-	2076	1555	1406	1246	1350
YLR122C	XII	390954	391331	-	378	17	11	5	8
YLR326W	XII	782174	782896	+	723	664	456	420	426
YLR024C	XII	187663	193281	-	5619	1541	2322	1286	1777
YLR442C	XII	1019315	1022251	-	2937	573	1046	613	768
YLR380W	XII	878282	879508	+	1227	1458	1022	1097	910
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	85	73	70	89
YLR386W	XII	893628	896270	+	2643	1911	1721	1613	1809
YLR387C	XII	896374	897672	-	1299	1332	1688	1135	1382
YLR422W	XII	965897	971695	+	5799	3015	3502	2615	3696
YLR354C	XII	836350	837357	-	1008	26706	20970	22252	21366
YLR434C	XII	1006025	1006408	-	384	10	5	3	8
YLL039C	XII	64062	65207	-	1146	8581	6246	5716	6321
YLR149C	XII	437631	439823	-	2193	1453	618	770	1171
YLR208W	XII	559551	560444	+	894	3539	3625	3163	3509
RDN5-6	XII	489349	489469	+	121	0	0	0	0
YLR115W	XII	377985	380564	+	2580	1378	1691	1381	1492
YLR005W	XII	160049	161434	+	1386	1144	998	1099	1219
YLR147C	XII	434158	434463	-	306	342	362	206	159
YLR076C	XII	283185	283607	-	423	27	13	35	23
YLR162W	XII	489573	489929	+	357	3	7	6	6
YLR451W	XII	1036093	1038753	+	2661	932	1071	896	1021
YLR212C	XII	564860	566281	-	1422	1136	862	966	916
YLR454W	XII	1043998	1051884	+	7887	4060	8041	3442	5470
YLR437C-A	XII	1012459	1012686	-	228	3	1	3	1
YLR064W	XII	265456	266277	+	822	1119	933	756	719
YLR132C	XII	407283	408155	-	873	586	500	350	420
YLR182W	XII	517940	520351	+	2412	1094	1561	1006	1242
YLR038C	XII	224921	225172	-	252	4553	3628	2852	3662
YLR107W	XII	364116	365330	+	1215	404	728	333	564
YLR139C	XII	421542	423473	-	1932	289	243	218	209
YLR305C	XII	738161	743863	-	5703	5643	5437	5601	5928
YLR339C	XII	805784	806335	-	552	0	3	1	0
YLR062C	XII	263577	263954	-	378	14	9	6	10
YLR334C	XII	796698	797078	-	381	19	24	25	9
YLL002W	XII	146291	147601	+	1311	511	369	447	365
YLR070C	XII	274141	275211	-	1071	248	155	220	164
YLR157C	XII	472969	474057	-	1089	0	0	0	0
YLR226W	XII	589354	590541	+	1188	469	687	406	545
YLL048C	XII	41280	46265	-	4986	9876	9622	10182	10546
YLL024C	XII	95566	97485	-	1920	53692	35076	56510	51644
YLR009W	XII	166537	167136	+	600	2341	2964	2511	2374
YLR057W	XII	255306	257855	+	2550	951	1418	901	1025
YLR348C	XII	826977	827873	-	897	779	733	713	671
YLR439W	XII	1014491	1015450	+	960	916	561	779	661
YLR236C	XII	611794	612117	-	324	43	43	25	58
YLR345W	XII	820511	822040	+	1530	1569	1279	1092	1552
YLR050C	XII	245587	246072	-	486	904	692	591	621
YLR332W	XII	790676	791806	+	1131	1305	1057	1054	1026
YLR369W	XII	859552	861525	+	1974	873	1152	753	1074
YLL065W	XII	11726	12076	+	351	0	0	0	0
tX(XXX)L	XII;XII	784354;784410	784389;784453	+;+	80	12	1	16	6
RDN5-1	XII	459676	459796	+	121	84	105	36	45
YLR417W	XII	955010	956710	+	1701	735	644	785	762
YLR179C	XII	514108	514713	-	606	954	635	848	652
